step,robot_task_count,task_count,timestamp,h_action
0,0,0,1563332677.1950562,
1,0,0,1563332834.195297,3.0
2,0,0,1563332841.5004318,0.0
3,0,0,1563332843.9536672,1.0
4,0,0,1563332845.380008,2.0
5,0,0,1563332847.346462,0.0
6,0,0,1563332848.1096609,3.0
7,0,0,1563332849.6914828,2.0
8,0,0,1563332852.814302,1.0
9,0,0,1563332853.97788,0.0
10,0,0,1563332855.101239,3.0
11,0,0,1563332856.165858,2.0
12,0,0,1563332861.254612,2.0
13,0,0,1563332900.765836,0.0
14,0,0,1563332902.70693,0.0
15,0,0,1563332905.6019719,2.0
16,0,0,1563332907.493045,2.0
17,1,0,1563332908.634561,1.0
18,1,0,1563332910.321644,0.0
19,1,0,1563332913.197802,0.0
20,0,0,1563332913.9602938,3.0
21,0,0,1563332916.382324,3.0
22,0,0,1563332918.428471,2.0
23,0,0,1563332919.502583,0.0
24,0,0,1563332921.707872,2.0
25,0,0,1563332923.273473,1.0
26,0,0,1563332924.469295,0.0
27,0,0,1563332925.223043,3.0
28,0,0,1563332926.903241,2.0
29,0,0,1563332927.837889,0.0
30,0,0,1563332931.354124,2.0
31,0,0,1563332932.6076229,0.0
32,0,0,1563332933.9341068,2.0
33,0,0,1563332935.10767,0.0
34,0,0,1563332936.9437702,2.0
35,0,0,1563332938.1993191,0.0
36,0,0,1563332939.813418,1.0
37,0,0,1563332940.851854,3.0
38,0,0,1563332943.475744,1.0
39,0,0,1563332944.508791,3.0
40,0,0,1563332947.93802,0.0
41,1,1,1563332948.896255,0.0
42,0,0,1563332960.604537,0.0
43,0,0,1563332961.98483,0.0
44,0,0,1563332963.485079,0.0
45,0,0,1563332964.612441,0.0
46,0,0,1563332965.22756,0.0
47,0,0,1563332965.661372,0.0
48,0,0,1563332966.1456761,0.0
49,0,0,1563332967.047167,0.0
50,0,0,1563332967.6568289,0.0
51,0,0,1563332968.606373,0.0
52,0,0,1563332969.5130858,0.0
53,1,1,1563333025.318523,0.0
54,0,0,1563333046.388052,1.0
55,0,0,1563333048.388103,2.0
56,0,0,1563333049.798911,0.0
57,0,0,1563333050.609083,2.0
58,0,0,1563333051.8393338,0.0
59,0,0,1563333052.994632,2.0
60,0,0,1563333054.1748302,3.0
61,0,0,1563333054.9290009,1.0
62,0,0,1563333056.4055,0.0
63,0,0,1563333057.109451,2.0
64,1,0,1563333058.445846,3.0
65,0,0,1563333059.256564,1.0
66,1,0,1563333061.249064,1.0
67,1,0,1563333061.994369,1.0
68,1,0,1563333068.025738,3.0
69,0,0,1563333068.4930618,3.0
70,1,0,1563333069.582796,3.0
71,1,0,1563333070.5176241,0.0
72,0,0,1563333070.886496,0.0
73,1,1,1563333071.3870962,0.0
74,0,0,1563333078.0446599,3.0
75,0,0,1563333079.181963,0.0
76,0,0,1563333081.239805,3.0
77,0,0,1563333082.2796679,3.0
78,0,0,1563333083.445611,3.0
79,0,0,1563333084.731328,2.0
80,0,0,1563333085.323159,0.0
81,0,0,1563333086.051053,0.0
82,0,0,1563333086.8542578,0.0
83,1,1,1563333087.6658869,0.0
84,0,0,1563333089.903608,1.0
85,1,1,1563333091.337781,2.0
86,0,0,1563333094.564644,2.0
87,0,0,1563333094.7862122,2.0
88,0,0,1563333095.106133,2.0
89,0,0,1563333096.7941701,3.0
90,0,0,1563333097.582585,3.0
91,0,0,1563333099.163136,1.0
92,0,0,1563333099.589401,1.0
93,0,0,1563333100.8601222,3.0
94,0,0,1563333101.024111,3.0
95,0,0,1563333102.8929422,0.0
96,0,0,1563333103.2945762,0.0
97,0,0,1563333103.7193978,0.0
98,0,0,1563333104.6300218,3.0
99,1,1,1563333105.500413,3.0
