step,robot_task_count,task_count,timestamp,h_action
0,0,0,1563427246.689929,
1,0,0,1563427258.2657359,3.0
2,0,0,1563427259.0163012,0.0
3,0,0,1563427261.909581,3.0
4,0,0,1563427262.093354,3.0
5,0,0,1563427262.5488482,3.0
6,0,0,1563427262.941569,3.0
7,0,0,1563427263.132729,3.0
8,0,0,1563427263.29465,3.0
9,0,0,1563427263.444576,3.0
10,0,0,1563427263.910363,3.0
11,0,0,1563427264.077483,3.0
12,0,0,1563427264.23507,3.0
13,0,0,1563427264.37938,3.0
14,0,0,1563427264.546496,3.0
15,0,0,1563427264.705853,3.0
16,0,0,1563427264.860439,3.0
17,0,0,1563427265.009751,3.0
18,0,0,1563427265.1699631,3.0
19,0,0,1563427265.320299,3.0
20,0,0,1563427265.480451,3.0
21,0,0,1563427265.633504,3.0
22,0,0,1563427265.799917,3.0
23,0,0,1563427265.953043,3.0
24,0,0,1563427266.10517,3.0
25,0,0,1563427266.256192,3.0
26,0,0,1563427266.407994,3.0
27,0,0,1563427266.5606499,3.0
28,0,0,1563427266.727595,3.0
29,0,0,1563427266.894249,3.0
30,0,0,1563427267.070014,3.0
31,1,1,1563427267.2377641,3.0
32,0,0,1563427267.398599,3.0
33,0,0,1563427267.573863,3.0
34,0,0,1563427267.772887,3.0
35,0,0,1563427267.956948,3.0
36,0,0,1563427268.124602,3.0
37,0,0,1563427268.285032,3.0
38,0,0,1563427269.284266,1.0
39,0,0,1563427269.444596,1.0
40,1,0,1563427269.947173,2.0
41,0,0,1563427270.483005,0.0
42,1,0,1563427270.643708,0.0
43,1,0,1563427271.0350761,0.0
44,0,0,1563427271.194308,0.0
45,0,0,1563427271.689641,3.0
46,0,0,1563427271.841679,3.0
47,1,1,1563427272.001407,3.0
48,0,0,1563427272.153499,3.0
49,0,0,1563427272.321158,3.0
50,0,0,1563427272.480525,3.0
51,0,0,1563427272.6647701,3.0
52,0,0,1563427272.83266,3.0
53,0,0,1563427273.30356,0.0
54,0,0,1563427273.4476318,0.0
55,0,0,1563427273.5999732,0.0
56,1,1,1563427274.1592078,3.0
57,1,0,1563427274.326643,3.0
58,0,0,1563427274.5112371,3.0
59,0,0,1563427275.4694479,0.0
60,0,0,1563427275.605828,0.0
61,0,0,1563427275.781485,0.0
62,0,0,1563427276.685262,3.0
63,0,0,1563427276.835952,3.0
64,0,0,1563427277.443118,0.0
65,0,0,1563427277.9792051,3.0
66,0,0,1563427278.114775,3.0
67,0,0,1563427278.2819011,3.0
68,0,0,1563427278.4424992,3.0
69,1,1,1563427278.6180851,3.0
70,1,0,1563427278.7769458,3.0
71,1,1,1563427278.945726,3.0
72,0,0,1563427279.137072,3.0
73,1,0,1563427279.345172,3.0
74,0,0,1563427280.167941,0.0
75,1,0,1563427280.3431349,0.0
76,0,0,1563427280.5191,0.0
77,1,1,1563427280.69535,0.0
78,0,0,1563427281.57601,3.0
79,0,0,1563427282.3915699,0.0
80,0,0,1563427282.558536,0.0
81,0,0,1563427283.173822,3.0
82,0,0,1563427283.6998541,3.0
83,0,0,1563427283.869875,3.0
84,0,0,1563427284.029251,3.0
85,0,0,1563427284.196954,3.0
86,0,0,1563427284.34824,3.0
87,0,0,1563427284.5010402,3.0
88,1,1,1563427284.6606982,3.0
89,0,0,1563427284.8365388,3.0
90,0,0,1563427284.9891589,3.0
91,1,0,1563427285.1804469,3.0
92,0,0,1563427285.340236,3.0
93,1,0,1563427285.8194711,0.0
94,0,0,1563427285.979674,0.0
95,0,0,1563427286.146985,0.0
96,0,0,1563427286.315049,0.0
97,0,0,1563427286.475681,0.0
98,0,0,1563427287.042309,3.0
99,0,0,1563427287.218106,3.0
